Name,Gender,BornYear,Count
Mary,F,1923,71633
Mary,F,1924,73532
Mary,F,1925,70602
Mary,F,1926,67827
Mary,F,1927,70638
Mary,F,1928,66862
Mary,F,1929,63514
Mary,F,1930,64137
Mary,F,1931,60294
Mary,F,1932,59869
Mary,F,1933,55493
Mary,F,1934,56921
Mary,F,1935,55072
Mary,F,1936,54362
Mary,F,1937,55642
Mary,F,1938,56215
Mary,F,1939,54901
Mary,F,1940,56196
Mary,F,1941,58035
Mary,F,1942,63241
Mary,F,1943,66172
Mary,F,1944,62463
Mary,F,1945,59287
Mary,F,1946,67464
Mary,F,1947,71685
Mary,F,1948,68592
Mary,F,1949,66864
Mary,F,1950,65485
Mary,F,1951,65693
Mary,F,1952,65660
Mary,F,1953,64368
Mary,F,1954,67987
Mary,F,1955,63167
Mary,F,1956,61753
Mary,F,1957,61095
Mary,F,1958,55850
Mary,F,1959,54474
Mary,F,1960,51477
Mary,F,1961,47669
Mary,F,1962,43493
Mary,F,1963,41551
Mary,F,1964,40985
Mary,F,1965,34274
Mary,F,1966,28886
Mary,F,1967,25317
Mary,F,1968,21720
Mary,F,1969,19851
Mary,F,1970,19204
Mary,F,1971,16698
Mary,F,1972,13761
Mary,F,1973,12320
Mary,F,1974,11745
Mary,F,1975,10966
Mary,F,1976,10323
Mary,F,1977,10661
Mary,F,1978,10046
Mary,F,1979,10555
Mary,F,1980,11475
Mary,F,1981,11041
Mary,F,1982,10852
Mary,F,1983,9895
Mary,F,1984,9290
Mary,F,1985,9240
Mary,F,1986,8505
Mary,F,1987,8394
Mary,F,1988,8508
Mary,F,1989,8642
Mary,F,1990,8665
Mary,F,1991,8757
Mary,F,1992,8454
Mary,F,1993,8115
Mary,F,1994,7750
Mary,F,1995,7438
Mary,F,1996,6946
Mary,F,1997,6631
Mary,F,1998,6434
Mary,F,1999,6360
Mary,F,2000,6184
Mary,F,2001,5725
Mary,F,2002,5455
Mary,F,2003,5010
Mary,F,2004,4805
Mary,F,2005,4451
Mary,F,2006,4086
Mary,F,2007,3674
Mary,F,2008,3493
Mary,F,2009,3155
Mary,F,2010,2863
Mary,F,2011,2704
Mary,F,2012,2566
Mary,F,2013,2639
Mary,F,2014,2624
Mary,F,2015,2602
